ANNEE;MATRICULE;SEXE;DIPLOME;AGAFFECT;DIRAFFECT;GRADE;AGE;ANCIENNETE;ANC_GRADE;NBJABSIRR;NBJABSMAL;NOTE;PROMU
2000;11350;F;BAC            ;0;A;CHEF SERV.PRINC.         ;50;29;2;.0    ;3.0   ;19.0 ; 
2000;22550;M;SECONDAIRE     ;0;A;CHEF DE SEC.H.C CL0      ;43;20;5;.0    ;.0    ;17.5 ; 
2000;10850;M;SECON 1ER CYCLE;0;A;CHEF DE SEC.H.C CL0      ;49;29;3;.0    ;.0    ;19.0 ; 
2000;46150;F;SECONDAIRE     ;0;A;SECRETAIRE PR.CL1        ;33;10;2;.5    ;87.0  ;17.8 ; 
2000;46350;F;SECONDAIRE     ;0;A;SECRETAIRE CL1           ;43;10;2;4.5   ;1.0   ;14.3 ; 
2000;24400;F;SECON 1ER CYCLE;0;A;AGENT DE BUR.CL3         ;43;20;5;46.5  ;1.0   ;10.3 ; 
2000;48300;M;PRIMAIRE       ;0;A;HUISSIER CL0             ;44;9;2;2.0   ;4.0   ;15.6 ; 
2000;48400;M;PRIMAIRE       ;0;A;HUISSIER CL0             ;44;9;2;9.0   ;7.0   ;15.1 ; 
2000;9250;F;BAC            ;0;D;CHEF DE SERVICE          ;55;31;2;.0    ;5.0   ;19.0 ; 
2000;35700;M;PRIMAIRE       ;0;D;HUISSIER CL0             ;48;13;3;1.0   ;.0    ;17.0 ; 
2000;12200;F;SECONDAIRE     ;73;E;CHEF SERV.PRINC.         ;50;27;4;.0    ;2.0   ;19.0 ; 
2000;32850;M;MAITRISE       ;46;E;CHEF SERV.PRINC.         ;41;14;2;.0    ;.0    ;18.6 ; 
2000;9850;M;BAC            ;0;E;CHEF DE SERVICE          ;55;30;5;.0    ;70.0  ;17.0 ; 
2000;36400;M;BAC+6          ;37;E;CHEF DE SERVICE          ;37;13;5;.0    ;.0    ;18.6 ; 
2000;40550;M;MAITRISE       ;0;E;CHEF DE SERVICE          ;36;12;5;.0    ;.0    ;19.0 ; 
2000;38100;M;MAITRISE SC ECO;71;E;CHEF DE SERVICE          ;41;12;3;.0    ;.0    ;19.0 ; 
2000;38450;M;MAITRISE       ;58;E;CHEF DE SERVICE          ;47;12;3;.0    ;.0    ;17.4 ; 
2000;1850;F;PRIMAIRE       ;0;E;CHEF DE SERVICE          ;57;40;2;3.0   ;127.0 ;18.5 ; 
2000;20550;M;BAC            ;39;E;CHEF DE SERVICE          ;47;21;2;.0    ;.0    ;19.0 ; 
2000;49750;M;MAITRISE       ;72;E;CHEF DE SERVICE          ;37;9;2;.0    ;.0    ;19.0 ; 
2000;50700;M;MAITRISE       ;65;E;CHEF DE SERVICE          ;35;8;2;.0    ;.0    ;19.0 ; 
2000;52150;M;BAC+6          ;74;E;CHEF DE SERVICE          ;34;8;2;.0    ;.0    ;17.8 ; 
2000;52450;M;BAC+6          ;32;E;CHEF DE SERVICE          ;35;7;2;.0    ;.0    ;19.0 ; 
2000;46200;M;MAITRISE       ;0;E;S/CHEF SERV.CL1          ;35;10;6;.0    ;4.0   ;18.0 ; 
2000;19750;F;BAC+2          ;22;E;S/CHEF SERV.CL1          ;43;22;3;.0    ;.0    ;18.6 ; 
2000;49300;F;MAITRISE       ;27;E;S/CHEF SERV.CL1          ;32;9;2;.0    ;60.0  ;17.0 ; 
2000;52050;F;MAITRISE       ;28;E;S/CHEF SERV.CL1          ;31;8;2;.0    ;5.0   ;18.2 ; 
2000;52400;M;BAC+6          ;69;E;S/CHEF SERV.CL1          ;37;7;2;.0    ;.0    ;15.8 ; 
2000;57400;M;BAC+6          ;61;E;S/CHEF SERV.CL1          ;41;5;1;.0    ;.0    ;17.0 ; 
2000;41800;M;MAITRISE       ;7;E;S/CHEF SERV.CL2          ;38;11;6;.0    ;5.0   ;17.0 ; 
2000;14900;M;SECONDAIRE     ;0;E;S/CHEF SERV.CL2          ;47;25;1;.0    ;.0    ;15.2 ; 
2000;56150;M;BAC+5          ;59;E;S/CHEF SERV.CL2          ;34;6;1;.0    ;.0    ;16.8 ; 
2000;56850;F;MAITRISE       ;19;E;REDACTEUR PRINCIPAL      ;33;5;4;.0    ;58.0  ;15.8 ; 
2000;14250;M;SECONDAIRE     ;0;E;REDACTEUR PRINCIPAL      ;50;26;2;.0    ;.0    ;16.7 ; 
2000;12100;M;SECONDAIRE     ;26;E;REDACTEUR CL1            ;51;28;3;.0    ;.0    ;14.0 ; 
2000;21850;F;BAC            ;18;E;REDACTEUR CL1            ;42;21;3;.0    ;.0    ;19.0 ; 
2000;11750;M;BAC            ;19;E;REDACTEUR CL2            ;49;28;5;.0    ;.0    ;17.0 ; 
2000;42950;F;SECONDAIRE     ;0;E;REDACTEUR CL3            ;40;11;2;1.0   ;5.0   ;17.0 ; 
2000;12000;M;SECON 1ER CYCLE;75;E;CHEF DE SEC.H.C CL0      ;51;28;9;.0    ;.0    ;17.0 ; 
2000;17350;M;BAC            ;34;E;CHEF DE SEC.H.C CL0      ;55;23;9;.0    ;3.0   ;18.2 ; 
2000;16350;M;SECONDAIRE     ;7;E;CHEF DE SEC.H.C CL0      ;47;25;8;.0    ;.0    ;18.0 ; 
2000;3850;F;SECON 1ER CYCLE;46;E;CHEF DE SEC.H.C CL0      ;57;37;7;.0    ;.0    ;16.7 ; 
2000;13000;M;SECONDAIRE     ;2;E;CHEF DE SEC.H.C CL0      ;49;26;7;.0    ;.0    ;18.4 ; 
2000;14000;F;SECONDAIRE     ;0;E;CHEF DE SEC.H.C CL0      ;47;26;7;1.0   ;29.0  ;15.2 ; 
2000;9600;F;SECONDAIRE     ;19;E;CHEF DE SEC.H.C CL0      ;52;30;6;.0    ;188.0 ;15.8 ; 
2000;13500;M;SECONDAIRE     ;35;E;CHEF DE SEC.H.C CL0      ;53;26;6;.0    ;.0    ;18.6 ; 
2000;20050;M;BAC            ;0;E;CHEF DE SEC.H.C CL0      ;42;21;6;.0    ;3.0   ;15.9 ; 
2000;21900;F;BAC            ;18;E;CHEF DE SEC.H.C CL0      ;41;21;6;.0    ;.0    ;19.0 ; 
2000;9550;M;SECONDAIRE     ;12;E;CHEF DE SEC.H.C CL0      ;55;30;5;.0    ;.0    ;17.4 ; 
2000;12800;F;SECONDAIRE     ;1;E;CHEF DE SEC.H.C CL0      ;49;27;5;3.0   ;19.0  ;19.0 ; 
2000;14050;F;SECONDAIRE     ;2;E;CHEF DE SEC.H.C CL0      ;48;26;5;2.5   ;.0    ;19.0 ; 
2000;17000;F;SECONDAIRE     ;1;E;CHEF DE SEC.H.C CL0      ;46;24;5;2.0   ;18.0  ;19.0 ; 
2000;21800;M;SECONDAIRE     ;65;E;CHEF DE SEC.H.C CL0      ;51;21;5;.0    ;.0    ;18.6 ; 
2000;6650;F;SECON 1ER CYCLE;1;E;CHEF DE SEC.H.C CL0      ;53;35;4;1.0   ;3.5   ;18.4 ; 
2000;8450;M;SECON 1ER CYCLE;26;E;CHEF DE SEC.H.C CL0      ;58;32;4;.0    ;.0    ;11.6 ; 
2000;9650;F;SECONDAIRE     ;2;E;CHEF DE SEC.H.C CL0      ;56;30;4;.0    ;.0    ;18.6 ; 
2000;16600;F;SECONDAIRE     ;72;E;CHEF DE SEC.H.C CL0      ;45;24;4;.0    ;.0    ;16.6 ; 
2000;19250;M;SECONDAIRE     ;1;E;CHEF DE SEC.H.C CL0      ;44;22;4;2.0   ;3.0   ;18.6 ; 
2000;19350;M;SECONDAIRE     ;21;E;CHEF DE SEC.H.C CL0      ;44;22;4;.0    ;.0    ;18.6 ; 
2000;23750;M;SECONDAIRE     ;78;E;CHEF DE SEC.H.C CL0      ;47;20;4;.0    ;.0    ;18.0 ; 
2000;8100;M;SECONDAIRE     ;1;E;CHEF DE SEC.H.C CL0      ;55;32;3;1.0   ;6.0   ;18.0 ; 
2000;8250;F;SECONDAIRE     ;0;E;CHEF DE SEC.H.C CL0      ;52;32;3;.0    ;11.0  ;18.5 ; 
2000;11000;M;SECONDAIRE     ;8;E;CHEF DE SEC.H.C CL0      ;49;29;3;.0    ;.0    ;17.0 ; 
2000;13750;M;SECONDAIRE     ;5;E;CHEF DE SEC.H.C CL0      ;49;26;3;.0    ;.0    ;16.9 ; 
2000;17850;F;BAC            ;19;E;CHEF DE SEC.H.C CL0      ;45;23;3;.0    ;4.0   ;15.8 ; 
2000;17900;M;SECONDAIRE     ;1;E;CHEF DE SEC.H.C CL0      ;45;23;3;.0    ;.0    ;18.6 ; 
2000;19450;M;BAC            ;62;E;CHEF DE SEC.H.C CL0      ;47;22;3;.0    ;.0    ;16.6 ; 
2000;21600;M;SECONDAIRE     ;81;E;CHEF DE SEC.H.C CL0      ;46;21;3;.0    ;.0    ;19.0 ; 
2000;22200;M;SECONDAIRE     ;47;E;CHEF DE SEC.H.C CL0      ;41;21;3;.0    ;.0    ;18.1 ; 
2000;23900;F;BAC            ;31;E;CHEF DE SEC.H.C CL0      ;43;20;3;.0    ;3.0   ;18.2 ; 
2000;24000;M;SECONDAIRE     ;14;E;CHEF DE SEC.H.C CL0      ;39;20;3;.0    ;2.0   ;13.0 ; 
2000;7550;F;SECON 1ER CYCLE;5;E;CHEF DE SEC.H.C CL0      ;52;33;2;.0    ;.0    ;16.0 ; 
2000;8150;F;SECONDAIRE     ;36;E;CHEF DE SEC.H.C CL0      ;51;32;2;.0    ;.0    ;17.0 ; 
2000;19850;M;SECONDAIRE     ;42;E;CHEF DE SEC.H.C CL0      ;48;22;2;.0    ;.0    ;19.0 ; 
2000;21000;M;SECONDAIRE     ;2;E;CHEF DE SEC.H.C CL0      ;44;21;2;.0    ;.0    ;17.7 ; 
2000;23700;M;SECONDAIRE     ;22;E;CHEF DE SEC.H.C CL0      ;41;20;2;.0    ;.0    ;18.6 ; 
2000;28850;M;SECONDAIRE     ;22;E;CHEF DE SEC.H.C CL0      ;41;17;2;.0    ;.0    ;18.6 ; 
2000;35750;M;BAC            ;11;E;CHEF DE SEC.H.C CL0      ;38;13;2;.0    ;.0    ;17.0 ; 
2000;37950;M;BAC            ;55;E;CHEF DE SEC.H.C CL0      ;36;12;2;.0    ;.0    ;16.6 ; 
2000;40000;M;BAC            ;19;E;CHEF DE SEC.H.C CL0      ;36;12;2;.0    ;.0    ;16.6 ; 
2000;26350;F;SECONDAIRE     ;28;E;CHEF DE SECT.CL1         ;44;19;3;8.5   ;15.0  ;17.0 ; 
2000;43650;M;BAC            ;37;E;CHEF DE SECT.CL1         ;34;11;3;.0    ;1.0   ;16.6 ; 
2000;43050;M;BAC            ;47;E;CHEF DE SECT.CL1         ;40;11;2;.0    ;9.0   ;15.1 ; 
2000;47800;M;BAC            ;4;E;SECRETAIRE PR.CL1        ;32;9;3;.0    ;.0    ;17.2 ; 
2000;15850;F;SECONDAIRE     ;0;E;SECRETAIRE PR.CL1        ;45;25;2;11.5  ;185.0 ;17.0 ; 
2000;20650;F;SECONDAIRE     ;0;E;SECRETAIRE PR.CL1        ;46;21;2;.0    ;.0    ;16.3 ; 
2000;35450;F;BAC            ;11;E;SECRETAIRE PR.CL1        ;34;13;2;.0    ;.0    ;17.2 ; 
2000;49100;F;BAC            ;0;E;SECRETAIRE PRINC.CL2     ;30;9;5;10.0  ;24.0  ;16.8 ; 
2000;49600;F;SECONDAIRE     ;1;E;SECRETAIRE PRINC.CL2     ;29;9;5;2.5   ;130.5 ;17.0 ; 
2000;12250;M;SECON 1ER CYCLE;72;E;SECRETAIRE PRINC.CL2     ;51;27;2;.0    ;24.0  ;16.8 ; 
2000;30600;F;SECONDAIRE     ;34;E;SECRETAIRE PRINC.CL2     ;51;17;2;.0    ;14.0  ;18.0 ; 
2000;36300;M;SECONDAIRE     ;66;E;SECRETAIRE PRINC.CL2     ;43;13;2;.0    ;.0    ;18.2 ; 
2000;41400;M;SECONDAIRE     ;6;E;SECRETAIRE PRINC.CL2     ;36;11;2;.0    ;3.0   ;17.6 ; 
2000;53250;M;SECONDAIRE     ;29;E;SECRETAIRE PRINC.CL2     ;32;7;2;.0    ;11.0  ;16.7 ; 
2000;28650;F;SECONDAIRE     ;0;E;SECRETAIRE PR.CL3        ;41;18;2;8.0   ;9.0   ;17.1 ; 
2000;43550;M;SECONDAIRE     ;20;E;SECRETAIRE PR.CL3        ;32;11;2;.0    ;2.0   ;17.0 ; 
2000;52300;M;SECONDAIRE     ;56;E;SECRETAIRE PR.CL3        ;30;8;2;.0    ;.0    ;17.9 ; 
2000;47350;M;SECONDAIRE     ;45;E;SECRETAIRE CL1           ;35;9;3;.0    ;2.0   ;14.8 ; 
2000;43850;M;SECONDAIRE     ;29;E;SECRETAIRE CL1           ;39;11;2;.0    ;.0    ;16.8 ; 
2000;51700;F;SECONDAIRE     ;43;E;SECRETAIRE CL1           ;30;8;2;.0    ;42.0  ;16.9 ; 
2000;45200;F;SECONDAIRE     ;2;E;SECRETAIRE CL2           ;36;10;6;2.5   ;104.5 ;17.5 ; 
2000;51350;F;SECONDAIRE     ;57;E;SECRETAIRE CL2           ;32;8;3;.0    ;18.0  ;16.2 ; 
2000;54450;M;SECONDAIRE     ;37;E;SECRETAIRE CL2           ;29;7;2;.0    ;.0    ;17.6 ; 
2000;56450;M;SECONDAIRE     ;6;E;SECRETAIRE CL2           ;27;5;2;.0    ;6.0   ;16.9 ; 
2000;36800;M;SECONDAIRE     ;41;E;SECRETAIRE CL3           ;35;13;12;.0    ;147.0 ;13.1 ; 
2000;53850;F;SECONDAIRE     ;7;E;SECRETAIRE CL3           ;30;7;6;8.0   ;23.0  ;17.2 ; 
2000;24050;F;SECONDAIRE     ;0;E;SECRETAIRE CL3           ;41;20;5;4.5   ;10.0  ;17.1 ; 
2000;39850;M;SECONDAIRE     ;69;E;AGENT DE BUR.CL1         ;35;12;4;.0    ;9.0   ;13.0 ; 
2000;23450;M;PRIMAIRE       ;9;E;AGENT DE BUR.CL2         ;45;20;2;.0    ;31.0  ;16.3 ; 
2000;35400;M;PRIMAIRE       ;1;E;HUISSIER CL0             ;43;13;3;1.0   ;.0    ;17.6 ; 
2000;38400;M;SECONDAIRE     ;1;E;HUISSIER CL0             ;33;12;3;.5    ;20.0  ;17.6 ; 
2000;44500;M;SECON 1ER CYCLE;12;E;HUISSIER CL0             ;37;11;3;.0    ;2.0   ;17.2 ; 
2000;38250;M;SECON 1ER CYCLE;22;E;HUISSIER CL0             ;40;12;2;.0    ;7.0   ;18.2 ; 
2000;38300;M;PRIMAIRE       ;22;E;HUISSIER CL0             ;41;12;2;.0    ;.0    ;17.7 ; 
2000;42700;M;PRIMAIRE       ;24;E;HUISSIER CL0             ;42;11;2;.0    ;.0    ;18.2 ; 
2000;42900;M;PRIMAIRE       ;24;E;HUISSIER CL0             ;51;11;2;.0    ;5.0   ;17.3 ; 
2000;46250;M;SECON 1ER CYCLE;24;E;HUISSIER CL0             ;34;10;2;.0    ;.0    ;17.1 ; 
2000;47150;M;SECON 1ER CYCLE;0;E;HUISSIER CL0             ;31;9;2;1.0   ;1.0   ;17.9 ; 
2000;50800;M;BAC+6          ;0;I;CHEF SERV.PRINC.         ;38;8;3;.0    ;.0    ;18.1 ; 
2000;60150;M;BAC+2          ;0;I;S/CHEF SERV.CL1          ;36;2;1;.0    ;.0    ;18.0 ; 
2000;26700;F;BAC            ;0;I;CHEF DE SEC.H.C CL0      ;45;18;7;.0    ;.0    ;18.6 ; 
2000;51050;F;MAITRISE       ;0;J;S/CHEF SERV.CL1          ;35;8;1;.0    ;74.0  ;17.2 ; 
2000;38950;F;SECONDAIRE     ;0;J;REDACTEUR CL3            ;36;12;1;.0    ;5.0   ;17.0 ; 
2000;30750;F;SECONDAIRE     ;0;J;SECRETAIRE PR.CL1        ;39;16;2;.0    ;5.0   ;18.1 ; 
2000;46450;F;BAC            ;0;J;SECRETAIRE PRINC.CL2     ;39;10;5;.0    ;134.0 ;16.9 ; 
2000;25500;F;SECONDAIRE     ;0;J;SECRETAIRE CL2           ;42;19;10;15.0  ;29.0  ;15.2 ; 
2000;16050;M;SECONDAIRE     ;0;M;CHEF SERV.PRINC.         ;50;25;4;.0    ;.0    ;19.0 ; 
2000;47050;M;PRIMAIRE       ;0;N;HUISSIER CL0             ;42;9;2;.0    ;3.0   ;18.1 ; 
2000;34500;M;MAITRISE       ;0;P;CHEF SERV.PRINC.         ;39;14;2;.0    ;.0    ;19.0 ; 
2000;17300;F;SECONDAIRE     ;0;P;CHEF DE SEC.H.C CL0      ;48;24;7;.0    ;4.0   ;17.7 ; 
2000;19050;F;BAC            ;0;P;CHEF DE SEC.H.C CL0      ;48;22;4;3.0   ;9.0   ;17.5 ; 
2000;19400;M;SECONDAIRE     ;0;P;CHEF DE SEC.H.C CL0      ;49;22;4;37.5  ;13.0  ;18.3 ; 
2000;17450;F;BAC            ;0;P;CHEF DE SECT.CL1         ;44;23;4;4.0   ;28.0  ;18.3 ; 
2000;44900;F;SECONDAIRE     ;0;P;SECRETAIRE PRINC.CL2     ;37;11;3;1.0   ;85.0  ;16.4 ; 
2000;55350;F;SECONDAIRE     ;0;P;SECRETAIRE PRINC.CL2     ;33;6;2;.0    ;.0    ;18.1 ; 
2000;19150;F;SECONDAIRE     ;0;P;SECRETAIRE CL3           ;44;22;21;.0    ;37.0  ;17.4 ; 
2000;6600;M;SECONDAIRE     ;0;S;CHEF SERV.PRINC.         ;54;35;9;.0    ;.0    ;19.0 ; 
2000;10250;M;BAC            ;0;S;S/CHEF SERV.CL2          ;50;30;2;.0    ;.0    ;17.8 ; 
2000;22900;M;BAC            ;0;S;REDACTEUR PRINCIPAL      ;42;20;4;.0    ;.0    ;18.0 ; 
2000;18750;M;SECONDAIRE     ;0;S;REDACTEUR PRINCIPAL      ;45;22;2;1.0   ;.0    ;15.0 ; 
2000;37200;F;SECONDAIRE     ;0;S;REDACTEUR CL2            ;38;13;2;2.5   ;60.0  ;18.0 ; 
2000;53000;M;BAC            ;0;S;REDACTEUR CL3            ;35;7;2;1.0   ;.0    ;17.0 ; 
2000;16550;M;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;46;24;9;.0    ;.0    ;19.0 ; 
2000;17050;F;BAC            ;0;S;CHEF DE SEC.H.C CL0      ;48;24;9;2.0   ;.0    ;17.7 ; 
2000;10150;F;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;52;30;7;5.0   ;2.0   ;16.6 ; 
2000;20350;F;BAC            ;0;S;CHEF DE SEC.H.C CL0      ;42;21;6;.0    ;.0    ;17.0 ; 
2000;10950;M;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;53;29;5;.0    ;3.0   ;18.0 ; 
2000;18250;F;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;45;23;5;1.0   ;.0    ;17.0 ; 
2000;40750;M;BAC            ;0;S;CHEF DE SEC.H.C CL0      ;37;12;4;.5    ;.0    ;14.0 ; 
2000;15050;M;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;50;25;3;1.5   ;55.0  ;17.7 ; 
2000;24300;F;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;42;20;3;.0    ;.0    ;15.1 ; 
2000;8350;F;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;53;32;2;1.5   ;4.0   ;16.5 ; 
2000;17400;F;BAC            ;0;S;CHEF DE SEC.H.C CL0      ;47;23;2;1.5   ;.0    ;18.1 ; 
2000;18050;F;SECONDAIRE     ;0;S;CHEF DE SECT.CL1         ;47;23;3;1.0   ;2.5   ;15.1 ; 
2000;38650;M;SECONDAIRE     ;0;S;CHEF DE SECT.CL1         ;37;12;2;2.0   ;2.5   ;15.1 ; 
2000;46050;F;SECONDAIRE     ;0;S;CHEF DE SECT.CL1         ;32;10;2;.0    ;.0    ;15.2 ; 
2000;27900;M;SECONDAIRE     ;0;S;SECRETAIRE CL1           ;47;18;10;10.0  ;50.0  ;17.3 ; 
2000;54300;F;SECONDAIRE     ;0;S;SECRETAIRE CL1           ;33;7;2;1.0   ;60.0  ;16.7 ; 
2000;54750;F;SECONDAIRE     ;0;S;SECRETAIRE CL1           ;32;6;2;4.5   ;.0    ;17.0 ; 
2000;26150;F;SECON 1ER CYCLE;0;S;AGENT DE BUR.CL1         ;38;19;9;26.0  ;11.0  ;17.0 ; 
2000;42000;F;SECONDAIRE     ;0;S;AGENT DE BUR.CL4         ;34;11;10;29.0  ;50.5  ;15.8 ; 
2000;51250;F;SECONDAIRE     ;0;1;CHEF SERV.PRINC.         ;50;9;2;.0    ;4.0   ;19.0 ; 
2000;2500;M;SECONDAIRE     ;0;2;CHEF SERV.PRINC.         ;57;39;3;3.5   ;.0    ;18.0 ; 
2000;17150;M;BAC            ;0;2;S/CHEF SERV.CL1          ;47;24;3;.0    ;.0    ;18.0 ; 
2000;5400;M;SECONDAIRE     ;0;2;S/CHEF SERV.CL2          ;57;36;2;.0    ;4.0   ;17.5 ; 
2000;13800;M;SECONDAIRE     ;0;2;REDACTEUR CL1            ;50;26;2;.0    ;.0    ;18.4 ; 
2000;27550;F;SECONDAIRE     ;0;2;SECRETAIRE PRINC.CL2     ;38;18;2;5.0   ;90.0  ;16.1 ; 
2000;28000;F;SECONDAIRE     ;0;2;SECRETAIRE PR.CL3        ;46;18;3;2.0   ;102.5 ;16.1 ; 
2000;17100;F;SECONDAIRE     ;0;2;AGENT DE BUR.CL1         ;45;24;9;8.5   ;213.0 ;15.0 ; 
2000;19650;M;BAC            ;0;4;CHEF SERV.PRINC.         ;45;22;6;.0    ;.0    ;18.2 ; 
2000;9050;M;BAC            ;0;4;CHEF SERV.PRINC.         ;51;31;4;1.0   ;.0    ;16.2 ; 
2000;51200;F;MAITRISE       ;0;4;CHEF SERV.PRINC.         ;46;8;3;.0    ;.0    ;18.2 ; 
2000;42800;M;SECONDAIRE     ;0;4;REDACTEUR CL3            ;37;11;2;4.5   ;3.0   ;16.5 ; 
2000;46550;F;SECONDAIRE     ;0;4;REDACTEUR CL3            ;34;10;2;3.0   ;114.0 ;17.0 ; 
2000;10550;F;SECONDAIRE     ;0;4;CHEF DE SEC.H.C CL0      ;52;30;6;.0    ;.0    ;15.9 ; 
2000;24450;M;SECONDAIRE     ;0;4;CHEF DE SEC.H.C CL0      ;42;20;4;.0    ;.0    ;18.6 ; 
2000;28700;M;SECONDAIRE     ;0;4;CHEF DE SEC.H.C CL0      ;40;18;2;.0    ;.0    ;17.8 ; 
2000;16000;F;SECON 1ER CYCLE;0;4;CHEF DE SECT.CL1         ;51;25;2;3.0   ;55.0  ;17.5 ; 
2000;34150;F;SECONDAIRE     ;0;4;SECRETAIRE PR.CL3        ;38;14;3;3.5   ;17.0  ;16.8 ; 
2000;25000;M;SECONDAIRE     ;0;4;SECRETAIRE PR.CL3        ;38;19;2;17.0  ;.0    ;15.6 ; 
2000;49400;M;SECON 1ER CYCLE;0;4;AGENT DE BUR.CL4         ;31;9;8;5.5   ;12.0  ;16.2 ; 
2000;20150;M;BAC            ;0;5;REDACTEUR PRINCIPAL      ;49;21;3;.0    ;.0    ;19.0 ; 
2000;23400;M;SECONDAIRE     ;0;5;CHEF DE SEC.H.C CL0      ;43;20;2;.0    ;4.0   ;14.3 ; 
2000;47850;M;SECONDAIRE     ;0;5;SECRETAIRE CL1           ;35;9;3;.0    ;20.0  ;17.0 ; 
2000;35300;M;PRIMAIRE       ;0;5;HUISSIER CL0             ;47;13;4;1.5   ;3.0   ;17.4 ; 
2000;45650;M;PRIMAIRE       ;0;5;HUISSIER CL0             ;42;10;2;.0    ;.0    ;17.9 ; 
2000;48150;M;PRIMAIRE       ;0;5;HUISSIER CL0             ;39;9;2;.0    ;.0    ;17.6 ; 
2000;41150;M;SECON 1ER CYCLE;0;5;HUISSIER CL1             ;35;12;3;11.0  ;5.0   ;17.6 ; 
2000;29350;M;PRIMAIRE       ;0;5;HUISSIER CL1             ;50;17;2;1.0   ;.0    ;18.1 ; 
2001;50150;F;MAITRISE       ;0;A;CHEF DE SERVICE          ;37;9;2;.0    ;2.0   ;18.8 ;P
2001;46100;M;BAC+2          ;0;A;S/CHEF SERV.CL1          ;34;11;1;.0    ;.0    ;18.6 ; 
2001;58600;F;MAITRISE       ;0;A;S/CHEF SERV.CL2          ;31;4;1;.0    ;.0    ;18.4 ;P
2001;22550;M;SECONDAIRE     ;0;A;CHEF DE SEC.H.C CL0      ;44;21;6;.0    ;.0    ;18.7 ; 
2001;10850;M;SECON 1ER CYCLE;0;A;CHEF DE SEC.H.C CL0      ;50;30;4;.0    ;.0    ;18.7 ; 
2001;36250;M;BAC            ;0;A;CHEF DE SEC.H.C CL0      ;37;14;2;.0    ;.0    ;18.3 ; 
2001;23600;F;SECONDAIRE     ;0;A;CHEF DE SECT.CL1         ;44;21;2;.0    ;.0    ;19.0 ;P
2001;46150;F;SECONDAIRE     ;0;A;SECRETAIRE PR.CL1        ;34;11;3;2.0   ;.0    ;18.5 ;P
2001;53450;M;BAC            ;0;A;SECRETAIRE PR.CL1        ;33;8;2;.0    ;.0    ;18.6 ;P
2001;46350;F;SECONDAIRE     ;0;A;SECRETAIRE CL1           ;44;11;3;1.5   ;1.0   ;18.4 ;P
2001;36150;M;SECON 1ER CYCLE;0;A;SECRETAIRE CL2           ;36;14;2;.0    ;3.0   ;18.2 ;P
2001;32950;F;SECON 1ER CYCLE;0;A;AGENT DE BUR.CL1         ;38;15;2;.0    ;30.0  ;18.5 ; 
2001;45000;M;PRIMAIRE       ;0;A;AGENT DE BUR.CL4         ;56;12;2;.0    ;.0    ;18.0 ;P
2001;48300;M;PRIMAIRE       ;0;A;HUISSIER CL0             ;45;10;3;2.5   ;.0    ;17.8 ; 
2001;48400;M;PRIMAIRE       ;0;A;HUISSIER CL0             ;45;10;3;5.0   ;4.0   ;16.0 ; 
2001;48350;M;SECON 1ER CYCLE;0;A;HUISSIER CL0             ;31;10;2;.0    ;.0    ;18.1 ; 
2001;61300;M;PRIMAIRE       ;0;A;HUISSIER CL3             ;38;6;2;2.0   ;5.0   ;18.5 ; 
2001;48500;M;PRIMAIRE       ;0;A;AGENT DE SERV.CL1        ;43;10;2;5.0   ;2.0   ;16.7 ;P
2001;57850;M;MAITRISE       ;0;D;S/CHEF SERV.CL2          ;28;6;1;.0    ;5.0   ;18.5 ;P
2001;58100;M;MAITRISE       ;0;D;S/CHEF SERV.CL2          ;31;5;1;.0    ;.0    ;18.2 ; 
2001;58850;M;MAITRISE       ;0;D;S/CHEF SERV.CL2          ;28;4;1;.0    ;.0    ;18.0 ; 
2001;58950;F;MAITRISE       ;0;D;S/CHEF SERV.CL2          ;27;4;1;.0    ;20.0  ;18.2 ; 
2001;59100;F;MAITRISE       ;0;D;REDACTEUR PRINCIPAL      ;26;4;2;.0    ;2.0   ;18.5 ; 
2001;32450;M;SECONDAIRE     ;0;D;SECRETAIRE PRINC.CL2     ;37;16;2;4.0   ;.0    ;18.0 ;P
2001;55500;F;SECONDAIRE     ;0;D;SECRETAIRE PR.CL3        ;30;7;2;2.0   ;70.0  ;18.5 ; 
2001;20500;F;SECON 1ER CYCLE;0;D;SECRETAIRE CL2           ;46;22;2;.0    ;4.0   ;18.0 ;P
2001;35700;M;PRIMAIRE       ;0;D;HUISSIER CL0             ;49;14;4;.0    ;.0    ;18.0 ; 
2001;12200;F;SECONDAIRE     ;73;E;CHEF SERV.PRINC.         ;51;28;5;.0    ;.0    ;18.5 ; 
2001;32100;M;MAITRISE       ;12;E;CHEF SERV.PRINC.         ;44;16;4;.0    ;.0    ;18.0 ; 
2001;34400;M;MAITRISE       ;26;E;CHEF SERV.PRINC.         ;40;15;4;.0    ;.0    ;19.0 ; 
2001;8800;M;SECONDAIRE     ;37;E;CHEF SERV.PRINC.         ;51;32;3;.0    ;.0    ;19.0 ; 
