ANNEE;MATRICULE;SEXE;DIPLOME;AGAFFECT;DIRAFFECT;GRADE;AGE;ANCIENNETE;ANC_GRADE;NBJABSIRR;NBJABSMAL;NOTE;PROMU
2004;51600;M;SECONDAIRE     ;14;E;SECRETAIRE CL1           ;36;12;2;.0    ;3.0   ;18.3 ;P
2004;54450;M;SECONDAIRE     ;37;E;SECRETAIRE CL1           ;33;11;2;.0    ;.0    ;18.7 ;P
2004;51350;F;SECONDAIRE     ;57;E;SECRETAIRE CL2           ;36;12;7;.0    ;.0    ;17.8 ;P
2004;56450;M;SECONDAIRE     ;6;E;SECRETAIRE CL2           ;31;9;6;.0    ;13.0  ;18.0 ;P
2004;24050;F;SECONDAIRE     ;0;E;SECRETAIRE CL2           ;45;24;3;7.0   ;23.0  ;17.8 ; 
2004;35050;F;SECON 1ER CYCLE;32;E;SECRETAIRE CL2           ;38;17;2;.0    ;45.0  ;18.9 ; 
2004;62250;M;SECONDAIRE     ;36;E;SECRETAIRE CL2           ;33;9;2;.0    ;1.0   ;18.1 ;P
2004;44250;F;SECONDAIRE     ;48;E;SECRETAIRE CL3           ;39;15;14;.0    ;4.0   ;17.0 ;P
2004;53850;F;SECONDAIRE     ;7;E;SECRETAIRE CL3           ;34;11;10;13.0  ;31.0  ;17.7 ; 
2004;63150;F;SECONDAIRE     ;1;E;SECRETAIRE CL3           ;35;8;4;2.0   ;.0    ;18.0 ;P
2004;63700;F;SECONDAIRE     ;27;E;SECRETAIRE CL3           ;33;8;4;1.0   ;6.0   ;17.4 ; 
2004;39850;M;SECONDAIRE     ;68;E;SECRETAIRE CL3           ;39;16;3;.0    ;4.0   ;17.3 ; 
2004;65050;F;SECONDAIRE     ;75;E;SECRETAIRE CL3           ;33;7;3;.0    ;5.0   ;16.2 ; 
2004;65900;M;SECONDAIRE     ;35;E;SECRETAIRE CL3           ;28;7;3;.0    ;.0    ;17.3 ; 
2004;65950;M;SECONDAIRE     ;4;E;SECRETAIRE CL3           ;28;7;3;.0    ;.0    ;17.6 ;P
2004;66050;M;SECONDAIRE     ;46;E;SECRETAIRE CL3           ;31;7;3;.0    ;.0    ;19.2 ;P
2004;35200;M;SECON 1ER CYCLE;83;E;SECRETAIRE CL3           ;44;17;2;.0    ;.0    ;18.5 ;P
2004;40100;M;SECON 1ER CYCLE;65;E;SECRETAIRE CL3           ;39;16;2;.0    ;.0    ;18.8 ;P
2004;26150;F;SECON 1ER CYCLE;50;E;AGENT DE BUR.CL1         ;42;23;13;.0    ;9.0   ;18.6 ;P
2004;53300;M;SECONDAIRE     ;43;E;AGENT DE BUR.CL1         ;35;11;4;.0    ;.0    ;13.5 ; 
2004;54200;F;SECONDAIRE     ;27;E;AGENT DE BUR.CL1         ;34;11;2;.0    ;.0    ;18.1 ; 
2004;35150;M;SECONDAIRE     ;4;E;AGENT DE BUR.CL2         ;42;17;3;.0    ;.0    ;16.4 ; 
2004;38400;M;SECONDAIRE     ;1;E;AGENT DE BUR.CL4         ;37;16;2;1.0   ;10.0  ;17.8 ;P
2004;42700;M;PRIMAIRE       ;24;E;AGENT DE BUR.CL4         ;46;15;2;.0    ;.0    ;19.1 ;P
2004;35400;M;PRIMAIRE       ;1;E;HUISSIER CL0             ;47;17;7;2.0   ;1.0   ;18.0 ; 
2004;38250;M;SECON 1ER CYCLE;34;E;HUISSIER CL0             ;44;16;6;.0    ;.0    ;17.4 ; 
2004;38300;M;PRIMAIRE       ;22;E;HUISSIER CL0             ;45;16;6;.0    ;.0    ;19.3 ; 
2004;46250;M;SECON 1ER CYCLE;24;E;HUISSIER CL0             ;38;14;6;.0    ;.0    ;17.9 ; 
2004;47150;M;SECON 1ER CYCLE;0;E;HUISSIER CL0             ;35;13;6;.0    ;.0    ;19.0 ; 
2004;43900;M;PRIMAIRE       ;22;E;HUISSIER CL0             ;48;15;5;.0    ;.0    ;19.3 ; 
2004;62650;M;PRIMAIRE       ;19;E;HUISSIER CL2             ;36;9;2;.0    ;.0    ;19.0 ;P
2004;57650;M;BAC+6          ;0;I;CHEF SERV.PRINC.         ;34;9;3;.0    ;.0    ;19.3 ; 
2004;50500;M;BAC+2          ;0;I;CHEF DE SERVICE          ;41;12;3;.0    ;.0    ;18.1 ; 
2004;61600;M;MAITRISE       ;0;I;S/CHEF SERV.CL2          ;33;5;1;.0    ;.0    ;18.0 ;P
2004;62350;F;MAITRISE       ;0;I;S/CHEF SERV.CL2          ;28;5;1;.0    ;3.0   ;18.4 ;P
2004;62450;M;MAITRISE       ;0;I;S/CHEF SERV.CL2          ;28;5;1;.0    ;.0    ;18.7 ;P
2004;62800;M;MAITRISE       ;0;I;S/CHEF SERV.CL2          ;28;5;1;.0    ;.0    ;18.5 ;P
2004;62850;M;MAITRISE       ;0;I;S/CHEF SERV.CL2          ;30;5;1;.0    ;.0    ;18.1 ;P
2004;62900;F;MAITRISE       ;0;I;S/CHEF SERV.CL2          ;32;5;1;.0    ;3.0   ;18.3 ; 
2004;62950;M;MAITRISE       ;0;I;S/CHEF SERV.CL2          ;29;5;1;.0    ;108.0 ;18.2 ; 
2004;63750;M;MAITRISE       ;0;I;REDACTEUR PRINCIPAL      ;31;4;3;.0    ;.0    ;18.7 ;P
2004;63800;M;MAITRISE       ;0;I;REDACTEUR PRINCIPAL      ;34;4;3;.0    ;.0    ;18.3 ;P
2004;63950;M;MAITRISE       ;0;I;REDACTEUR PRINCIPAL      ;31;4;3;.0    ;.0    ;18.2 ;P
2004;64600;M;MAITRISE       ;0;I;REDACTEUR PRINCIPAL      ;28;4;3;.0    ;.0    ;18.3 ;P
2004;64650;M;MAITRISE       ;0;I;REDACTEUR PRINCIPAL      ;28;4;3;.0    ;.0    ;18.2 ;P
2004;65450;M;MAITRISE       ;0;I;REDACTEUR PRINCIPAL      ;35;5;3;.0    ;.0    ;18.0 ;P
2004;61450;M;BAC+2          ;0;I;REDACTEUR CL1            ;30;5;1;.0    ;.0    ;18.5 ;P
2004;61550;M;BAC+2          ;0;I;REDACTEUR CL1            ;28;5;1;.0    ;.0    ;18.2 ;P
2004;63000;M;BAC+2          ;0;I;REDACTEUR CL1            ;30;5;1;.0    ;.0    ;18.4 ;P
2004;63400;M;BAC+2          ;0;I;REDACTEUR CL2            ;29;4;1;.0    ;.0    ;18.3 ;P
2004;64200;M;BAC+2          ;0;I;REDACTEUR CL2            ;25;4;1;.0    ;.0    ;18.5 ;P
2004;26700;F;BAC            ;0;I;CHEF DE SEC.H.C CL0      ;49;22;11;.0    ;.0    ;18.0 ; 
2004;29550;M;SECONDAIRE     ;0;I;CHEF DE SEC.H.C CL0      ;45;21;3;.0    ;.0    ;17.6 ; 
2004;31800;M;SECONDAIRE     ;0;I;CHEF DE SEC.H.C CL0      ;43;20;3;.0    ;.0    ;17.9 ; 
2004;37800;M;SECONDAIRE     ;0;I;CHEF DE SECT.CL1         ;38;16;2;.0    ;.0    ;18.3 ;P
2004;42100;M;SECONDAIRE     ;0;I;SECRETAIRE PR.CL1        ;41;15;2;.0    ;.0    ;19.0 ;P
2004;39700;M;SECON 1ER CYCLE;0;I;AGENT DE BUR.CL3         ;50;16;2;.0    ;.0    ;19.2 ;P
2004;12950;M;BAC            ;0;J;CHEF SERV.PRINC.         ;53;30;4;.0    ;.0    ;19.4 ; 
2004;38900;M;MAITRISE       ;0;J;CHEF SERV.PRINC.         ;43;16;4;.0    ;.0    ;18.8 ; 
2004;51650;M;MAITRISE       ;0;J;CHEF DE SERVICE          ;44;12;4;.0    ;.0    ;18.6 ; 
2004;51850;F;MAITRISE       ;0;J;CHEF DE SERVICE          ;39;12;4;.0    ;.0    ;18.8 ; 
2004;51900;M;MAITRISE       ;0;J;CHEF DE SERVICE          ;41;12;4;.0    ;.0    ;17.8 ; 
2004;51050;F;MAITRISE       ;0;J;CHEF DE SERVICE          ;39;12;2;.0    ;4.0   ;18.4 ; 
2004;19100;M;SECONDAIRE     ;0;J;S/CHEF SERV.CL1          ;52;26;1;.0    ;.0    ;18.7 ; 
2004;61100;F;MAITRISE       ;0;J;S/CHEF SERV.CL2          ;32;5;1;.0    ;63.0  ;18.4 ; 
2004;53050;M;BAC+2          ;0;J;REDACTEUR PRINCIPAL      ;41;11;4;.0    ;.0    ;17.0 ; 
2004;64700;F;MAITRISE       ;0;J;REDACTEUR PRINCIPAL      ;32;4;3;.0    ;4.0   ;17.5 ; 
2004;64750;F;MAITRISE       ;0;J;REDACTEUR PRINCIPAL      ;30;4;3;.0    ;.0    ;18.3 ;P
2004;38950;F;SECONDAIRE     ;0;J;REDACTEUR CL3            ;40;16;5;.0    ;.0    ;17.8 ; 
2004;43200;F;SECONDAIRE     ;0;J;REDACTEUR CL3            ;40;15;2;.0    ;.0    ;18.9 ;P
2004;17950;F;SECONDAIRE     ;0;J;CHEF DE SEC.H.C CL0      ;50;27;5;.0    ;3.0   ;19.2 ; 
2004;26250;M;SECONDAIRE     ;0;J;CHEF DE SEC.H.C CL0      ;43;23;5;2.0   ;.0    ;17.8 ; 
2004;44400;M;BAC            ;0;J;CHEF DE SEC.H.C CL0      ;45;15;5;.0    ;.0    ;19.4 ; 
2004;22650;F;BAC            ;0;J;CHEF DE SEC.H.C CL0      ;45;24;4;.0    ;.0    ;18.2 ; 
2004;32300;F;SECONDAIRE     ;0;J;CHEF DE SEC.H.C CL0      ;43;19;3;.0    ;.0    ;19.5 ; 
2004;14600;F;SECON 1ER CYCLE;0;J;CHEF DE SECT.CL1         ;51;30;2;.0    ;.0    ;19.0 ;P
2004;55300;F;SECONDAIRE     ;0;J;CHEF DE SECT.CL1         ;35;10;2;.0    ;53.0  ;18.3 ; 
2004;56250;M;BAC+2          ;0;J;CHEF DE SECT.CL1         ;39;10;2;.0    ;3.0   ;18.2 ;P
2004;43250;F;SECONDAIRE     ;0;J;SECRETAIRE PR.CL1        ;41;15;3;.0    ;.0    ;18.5 ;P
2004;48450;M;SECONDAIRE     ;0;J;SECRETAIRE PRINC.CL2     ;43;13;3;1.0   ;5.0   ;16.7 ; 
2004;21550;F;SECON 1ER CYCLE;0;J;SECRETAIRE PR.CL3        ;47;25;2;.0    ;.0    ;18.7 ;P
2004;53350;F;SECONDAIRE     ;0;J;SECRETAIRE CL1           ;37;11;4;3.0   ;16.0  ;18.2 ; 
2004;25500;F;SECONDAIRE     ;0;J;SECRETAIRE CL2           ;46;23;14;4.0   ;17.0  ;15.8 ; 
2004;23850;M;SECON 1ER CYCLE;0;J;HUISSIER CL2             ;46;24;18;1.0   ;29.0  ;13.0 ; 
2004;55400;F;BAC+6          ;0;M;CHEF SERV.PRINC.         ;34;10;2;.0    ;4.0   ;20.0 ; 
2004;40400;M;SECONDAIRE     ;0;M;CHEF DE SERVICE          ;37;16;3;.0    ;.0    ;19.3 ; 
2004;58700;F;MAITRISE       ;0;M;CHEF DE SERVICE          ;31;7;2;.0    ;1.0   ;19.2 ; 
2004;59300;M;BAC+5          ;0;M;CHEF DE SERVICE          ;33;7;2;.0    ;.0    ;18.5 ; 
2004;14400;F;BAC            ;0;M;S/CHEF SERV.CL1          ;50;30;2;.0    ;6.0   ;18.2 ; 
2004;58800;M;MAITRISE       ;0;M;S/CHEF SERV.CL1          ;32;7;2;.0    ;.0    ;19.9 ;P
2004;62750;M;MAITRISE       ;0;M;S/CHEF SERV.CL2          ;46;8;2;.0    ;.0    ;18.5 ;P
2004;35900;F;SECONDAIRE     ;0;M;S/CHEF SERV.CL2          ;40;17;1;.0    ;.0    ;18.6 ; 
2004;62100;F;MAITRISE       ;0;M;REDACTEUR PRINCIPAL      ;27;5;4;.0    ;.0    ;18.7 ;P
2004;51450;F;SECONDAIRE     ;0;M;REDACTEUR CL2            ;39;12;1;.0    ;.0    ;17.9 ; 
2004;29700;F;SECONDAIRE     ;0;M;CHEF DE SEC.H.C CL0      ;49;21;5;.0    ;.0    ;18.3 ; 
2004;23300;F;BAC            ;0;M;CHEF DE SEC.H.C CL0      ;47;24;4;.0    ;2.0   ;19.8 ; 
2004;61900;M;SECONDAIRE     ;0;M;SECRETAIRE CL2           ;38;9;2;1.0   ;.0    ;19.7 ;P
2004;65500;M;BTP COMPTAB    ;0;M;SECRETAIRE CL3           ;31;6;3;.0    ;.0    ;19.4 ;P
2004;34500;M;MAITRISE       ;0;P;CHEF SERV.PRINC.         ;43;18;6;.0    ;.0    ;18.5 ; 
2004;26300;F;SECONDAIRE     ;0;P;CHEF SERV.PRINC.         ;47;22;4;.0    ;.0    ;19.0 ; 
2004;55950;M;MAITRISE       ;0;P;CHEF SERV.PRINC.         ;36;10;2;5.0   ;4.0   ;18.2 ; 
2004;16700;F;BAC            ;0;P;CHEF DE SERVICE          ;50;28;3;.0    ;.0    ;18.9 ; 
2004;59100;F;MAITRISE       ;0;P;CHEF DE SERVICE          ;29;7;2;.0    ;2.0   ;19.0 ; 
2004;12050;M;SECONDAIRE     ;0;P;S/CHEF SERV.CL1          ;52;32;2;.0    ;.0    ;18.3 ; 
2004;12650;M;SECONDAIRE     ;0;P;S/CHEF SERV.CL2          ;55;31;1;.0    ;.0    ;18.2 ;P
2004;28100;F;BAC            ;0;P;S/CHEF SERV.CL2          ;42;22;1;.0    ;.0    ;19.1 ;P
2004;37250;F;SECONDAIRE     ;0;P;S/CHEF SERV.CL2          ;39;17;1;.0    ;.0    ;19.0 ; 
2004;40300;M;SECONDAIRE     ;0;P;S/CHEF SERV.CL2          ;41;16;1;.0    ;.0    ;18.4 ; 
2004;41850;M;SECONDAIRE     ;0;P;S/CHEF SERV.CL2          ;39;15;1;.0    ;.0    ;19.0 ; 
2004;33400;M;SECONDAIRE     ;0;P;REDACTEUR CL1            ;43;18;3;.0    ;.0    ;17.2 ; 
2004;18700;M;SECON 1ER CYCLE;0;P;REDACTEUR CL1            ;50;26;1;.0    ;.0    ;19.0 ;P
2004;42800;M;SECONDAIRE     ;0;P;REDACTEUR CL3            ;41;15;6;2.0   ;3.0   ;17.3 ; 
2004;50200;M;SECONDAIRE     ;0;P;REDACTEUR CL3            ;40;12;2;.0    ;.0    ;18.6 ;P
2004;17300;F;SECONDAIRE     ;0;P;CHEF DE SEC.H.C CL0      ;52;28;11;.0    ;.0    ;17.3 ; 
2004;19050;F;BAC            ;0;P;CHEF DE SEC.H.C CL0      ;52;26;8;.0    ;.0    ;17.7 ; 
2004;16500;M;SECON 1ER CYCLE;0;P;CHEF DE SEC.H.C CL0      ;58;29;2;.0    ;.0    ;18.1 ; 
2004;17450;F;BAC            ;0;P;CHEF DE SECT.CL1         ;48;27;8;6.0   ;27.0  ;17.5 ; 
2004;11100;F;SECONDAIRE     ;0;P;CHEF DE SECT.CL1         ;56;33;3;2.0   ;43.0  ;16.4 ; 
2004;15000;F;SECONDAIRE     ;0;P;CHEF DE SECT.CL1         ;50;29;2;.0    ;.0    ;18.7 ;P
2004;39250;M;SECONDAIRE     ;0;P;SECRETAIRE PR.CL1        ;38;16;2;.0    ;3.0   ;17.9 ;P
2004;54700;M;SECONDAIRE     ;0;P;SECRETAIRE PRINC.CL2     ;35;10;2;.0    ;.0    ;18.5 ;P
2004;33150;F;SECONDAIRE     ;0;P;SECRETAIRE CL2           ;42;18;2;5.0   ;.0    ;18.2 ;P
2004;19150;F;SECONDAIRE     ;0;P;SECRETAIRE CL3           ;48;26;25;2.0   ;.0    ;15.0 ; 
2004;26200;M;PRIMAIRE       ;0;P;SECRETAIRE CL3           ;45;23;2;.0    ;.0    ;18.0 ;P
2004;28950;M;PRIMAIRE       ;0;P;SECRETAIRE CL3           ;46;21;2;1.0   ;.0    ;18.3 ;P
2004;35000;M;PRIMAIRE       ;0;P;AGENT DE BUR.CL3         ;43;17;2;.0    ;.0    ;18.3 ;P
2004;53200;M;PRIMAIRE       ;0;P;HUISSIER CL0             ;38;11;4;.0    ;.0    ;18.0 ; 
2004;46300;M;BAC+2          ;0;S;CHEF SERV.PRINC.         ;47;14;5;.0    ;.0    ;18.5 ; 
2004;52200;M;MAITRISE       ;0;S;CHEF SERV.PRINC.         ;38;12;5;.0    ;.0    ;19.0 ; 
2004;54650;M;BAC+6          ;0;S;CHEF SERV.PRINC.         ;37;10;5;.0    ;.0    ;19.0 ; 
2004;19500;M;BAC            ;0;S;CHEF DE SERVICE          ;50;26;2;.0    ;.0    ;18.5 ; 
2004;58550;F;MAITRISE       ;0;S;CHEF DE SERVICE          ;33;7;2;.0    ;.0    ;18.1 ; 
2004;9900;M;BAC            ;0;S;S/CHEF SERV.CL1          ;57;34;10;6.0   ;.0    ;17.7 ; 
2004;11250;M;SECON 1ER CYCLE;0;S;S/CHEF SERV.CL1          ;56;33;2;.0    ;5.0   ;19.0 ; 
2004;58350;F;BAC+6          ;0;S;S/CHEF SERV.CL1          ;30;8;2;.0    ;.0    ;18.3 ;P
2004;61750;M;BAC+6          ;0;S;S/CHEF SERV.CL1          ;30;5;2;.0    ;.0    ;18.5 ;P
2004;22900;M;BAC            ;0;S;S/CHEF SERV.CL1          ;46;24;1;.0    ;.0    ;18.4 ; 
2004;34750;M;BAC            ;0;S;S/CHEF SERV.CL2          ;42;17;2;.0    ;.0    ;18.0 ;P
2004;60550;F;DOCTORAT       ;0;S;S/CHEF SERV.CL2          ;35;6;2;2.0   ;.0    ;16.8 ; 
2004;61400;F;MAITRISE       ;0;S;S/CHEF SERV.CL2          ;31;5;1;2.0   ;.0    ;18.5 ;P
2004;62050;M;MAITRISE       ;0;S;S/CHEF SERV.CL2          ;33;5;1;.0    ;.0    ;19.0 ;P
2004;62550;F;MAITRISE       ;0;S;S/CHEF SERV.CL2          ;27;5;1;.0    ;.0    ;18.5 ;P
2004;18750;M;SECONDAIRE     ;0;S;REDACTEUR PRINCIPAL      ;49;26;6;.0    ;.0    ;18.5 ;P
2004;16650;M;SECONDAIRE     ;0;S;REDACTEUR PRINCIPAL      ;50;28;3;.0    ;.0    ;18.5 ;P
2004;64050;M;MAITRISE       ;0;S;REDACTEUR PRINCIPAL      ;28;4;3;.0    ;.0    ;18.3 ;P
2004;64150;M;MAITRISE       ;0;S;REDACTEUR PRINCIPAL      ;30;4;3;.0    ;.0    ;18.7 ;P
2004;13200;M;BAC            ;0;S;REDACTEUR PRINCIPAL      ;54;30;2;.0    ;.0    ;18.5 ;P
2004;16550;M;SECONDAIRE     ;0;S;REDACTEUR CL2            ;50;28;1;.0    ;.0    ;18.1 ;P
2004;17050;F;BAC            ;0;S;REDACTEUR CL2            ;52;28;1;.0    ;3.0   ;18.3 ;P
2004;37450;M;SECONDAIRE     ;0;S;REDACTEUR CL2            ;40;16;1;.0    ;.0    ;18.5 ;P
2004;57300;M;SECONDAIRE     ;0;S;REDACTEUR CL3            ;33;9;2;.0    ;.0    ;18.5 ;P
2004;4900;F;SECON 1ER CYCLE;0;S;REDACTEUR CL3            ;59;41;1;1.0   ;.0    ;18.6 ;P
2004;20350;F;BAC            ;0;S;CHEF DE SEC.H.C CL0      ;46;25;10;.0    ;.0    ;18.5 ; 
2004;10950;M;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;57;33;9;.0    ;.0    ;18.4 ; 
2004;18250;F;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;49;27;9;2.0   ;2.0   ;18.0 ; 
2004;40750;M;BAC            ;0;S;CHEF DE SEC.H.C CL0      ;41;16;8;.0    ;18.0  ;17.9 ; 
2004;15050;M;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;54;29;7;.0    ;.0    ;18.5 ; 
2004;24300;F;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;46;24;7;.0    ;.0    ;18.2 ; 
2004;17400;F;BAC            ;0;S;CHEF DE SEC.H.C CL0      ;51;27;6;.0    ;2.0   ;18.2 ; 
2004;24650;F;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;49;23;5;.0    ;7.0   ;18.2 ; 
2004;44800;M;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;37;15;5;.0    ;.0    ;18.8 ; 
2004;15350;F;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;53;29;4;2.0   ;9.0   ;18.2 ; 
2004;15600;M;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;53;29;4;.0    ;.0    ;18.0 ; 
2004;39600;M;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;40;16;4;.0    ;.0    ;18.5 ; 
2004;40250;M;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;41;16;4;.0    ;.0    ;18.0 ; 
2004;49850;F;BAC            ;0;S;CHEF DE SEC.H.C CL0      ;52;13;4;1.0   ;1.0   ;18.5 ; 
2004;49000;M;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;37;13;3;2.0   ;.0    ;18.0 ; 
2004;18050;F;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;51;27;2;.0    ;.0    ;17.9 ; 
2004;24850;F;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;46;23;2;2.0   ;5.0   ;18.0 ; 
2004;38650;M;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;41;16;2;.0    ;.0    ;18.5 ; 
2004;40900;M;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;39;16;2;.0    ;.0    ;18.5 ; 
2004;46050;F;SECONDAIRE     ;0;S;CHEF DE SEC.H.C CL0      ;36;14;2;5.0   ;28.0  ;17.8 ; 
2004;18300;F;SECONDAIRE     ;0;S;CHEF DE SECT.CL1         ;49;27;2;1.0   ;6.0   ;16.8 ; 
2004;46650;M;SECONDAIRE     ;0;S;CHEF DE SECT.CL1         ;35;14;2;.0    ;.0    ;18.4 ;P
2004;43950;F;SECONDAIRE     ;0;S;SECRETAIRE PRINC.CL2     ;40;15;2;9.0   ;92.0  ;17.3 ; 
2004;31200;F;SECONDAIRE     ;0;S;SECRETAIRE PR.CL3        ;42;20;2;.0    ;11.0  ;18.2 ;P
2004;54750;F;SECONDAIRE     ;0;S;SECRETAIRE PR.CL3        ;36;10;2;1.0   ;.0    ;18.3 ;P
2004;55900;F;SECONDAIRE     ;0;S;SECRETAIRE PR.CL3        ;36;10;2;.0    ;33.0  ;18.0 ;P
2004;22300;F;SECONDAIRE     ;0;S;SECRETAIRE CL1           ;44;24;2;11.0  ;.0    ;18.1 ;P
2004;42550;M;SECON 1ER CYCLE;0;S;HUISSIER CL0             ;36;15;5;15.0  ;.0    ;17.1 ; 
2004;63050;F;BAC+5          ;0;1;CHEF DE SERVICE          ;28;5;-2;.0    ;.0    ;18.4 ; 
2004;64350;M;MAITRISE       ;0;1;S/CHEF SERV.CL2          ;26;4;1;.0    ;1.0   ;18.4 ; 
2004;66300;F;BAC+2          ;0;1;REDACTEUR CL2            ;32;2;1;.0    ;60.0  ;19.0 ;P
2004;65700;M;BAC            ;0;1;SECRETAIRE PR.CL3        ;33;7;3;1.0   ;.0    ;18.6 ;P
2004;31550;M;PRIMAIRE       ;0;1;AGENT DE BUR.CL1         ;57;20;2;.0    ;.0    ;18.8 ;P
2004;47050;M;PRIMAIRE       ;0;1;HUISSIER CL0             ;46;13;6;.0    ;.0    ;18.7 ; 
2004;63650;M;PRIMAIRE       ;0;1;HUISSIER CL2             ;43;8;2;.0    ;4.0   ;18.5 ;P
2004;2500;M;SECONDAIRE     ;0;2;CHEF SERV.PRINC.         ;61;43;7;3.0   ;.0    ;18.0 ; 
2004;56100;M;BAC+6          ;0;2;CHEF SERV.PRINC.         ;49;10;3;.0    ;.0    ;19.3 ; 
2004;57050;M;MAITRISE       ;0;2;CHEF DE SERVICE          ;34;9;5;.0    ;.0    ;18.0 ; 
2004;17150;M;BAC            ;0;2;S/CHEF SERV.CL1          ;51;28;7;.0    ;.0    ;18.1 ; 
2004;5400;M;SECONDAIRE     ;0;2;S/CHEF SERV.CL1          ;61;40;1;.0    ;1.0   ;18.0 ; 
2004;13800;M;SECONDAIRE     ;0;2;S/CHEF SERV.CL2          ;54;30;1;.0    ;.0    ;18.1 ;P
2004;17500;M;SECONDAIRE     ;0;2;S/CHEF SERV.CL2          ;50;27;1;.0    ;.0    ;18.3 ;P
2004;62400;M;BAC+6          ;0;2;S/CHEF SERV.CL2          ;28;5;1;.0    ;2.0   ;18.2 ;P
2004;62150;F;MAITRISE       ;0;2;REDACTEUR PRINCIPAL      ;34;5;4;.0    ;30.0  ;18.0 ;P
2004;28800;F;SECONDAIRE     ;0;2;CHEF DE SEC.H.C CL0      ;52;21;5;.0    ;.0    ;18.0 ; 
2004;19600;M;BAC            ;0;2;CHEF DE SEC.H.C CL0      ;49;26;4;.0    ;1.0   ;18.0 ; 
2004;49350;M;SECONDAIRE     ;0;2;CHEF DE SEC.H.C CL0      ;37;13;3;.0    ;.0    ;18.9 ; 
2004;58900;F;BAC+6          ;0;3;CHEF DE SERVICE          ;32;7;3;.0    ;.0    ;18.7 ;P
2004;19650;M;BAC            ;0;4;CHEF SERV.PRINC.         ;49;26;10;.0    ;3.0   ;17.7 ; 
2004;9050;M;BAC            ;0;4;CHEF SERV.PRINC.         ;55;35;8;2.0   ;.0    ;18.2 ; 
2004;51200;F;MAITRISE       ;0;4;CHEF SERV.PRINC.         ;50;12;7;.0    ;.0    ;18.4 ; 
2004;5800;M;SECONDAIRE     ;0;4;CHEF SERV.PRINC.         ;60;40;5;.0    ;.0    ;18.3 ; 
2004;57950;M;MAITRISE       ;0;4;CHEF DE SERVICE          ;35;9;2;.0    ;.0    ;18.4 ; 
2004;63550;M;BAC+6          ;0;4;S/CHEF SERV.CL1          ;32;4;1;.0    ;.0    ;19.3 ; 
2004;60950;F;MAITRISE       ;0;4;REDACTEUR PRINCIPAL      ;34;5;4;1.0   ;99.0  ;17.7 ; 
2004;61700;F;MAITRISE       ;0;4;REDACTEUR PRINCIPAL      ;29;5;4;.0    ;99.0  ;18.3 ; 
2004;46550;F;SECONDAIRE     ;0;4;REDACTEUR CL2            ;38;14;3;12.0  ;17.0  ;17.6 ; 
2004;53700;F;SECONDAIRE     ;0;4;REDACTEUR CL2            ;35;11;1;1.0   ;2.0   ;18.6 ;P
2004;42750;M;SECONDAIRE     ;0;4;REDACTEUR CL3            ;41;15;4;3.0   ;.0    ;17.7 ; 
2004;41450;M;BAC            ;0;4;REDACTEUR CL3            ;40;15;2;1.0   ;.0    ;17.7 ; 
2004;55250;F;SECONDAIRE     ;0;4;REDACTEUR CL3            ;39;10;2;.0    ;5.0   ;18.0 ;P
2004;24450;M;SECONDAIRE     ;0;4;CHEF DE SEC.H.C CL0      ;46;24;8;2.0   ;.0    ;17.5 ; 
2004;28700;M;SECONDAIRE     ;0;4;CHEF DE SEC.H.C CL0      ;44;22;6;3.0   ;.0    ;18.4 ; 
2004;12300;F;BAC            ;0;4;CHEF DE SEC.H.C CL0      ;57;31;5;.0    ;3.0   ;18.8 ; 
2004;41700;M;BAC            ;0;4;CHEF DE SEC.H.C CL0      ;42;15;5;.0    ;.0    ;19.2 ; 
2004;32350;F;SECONDAIRE     ;0;4;CHEF DE SEC.H.C CL0      ;44;19;4;4.0   ;.0    ;17.5 ; 
2004;41050;M;SECONDAIRE     ;0;4;CHEF DE SEC.H.C CL0      ;40;16;4;.0    ;.0    ;18.5 ; 
2004;22750;M;SECONDAIRE     ;0;4;CHEF DE SEC.H.C CL0      ;46;24;2;1.0   ;.0    ;18.8 ; 
2004;16000;F;SECON 1ER CYCLE;0;4;CHEF DE SECT.CL1         ;55;29;6;9.0   ;10.0  ;17.7 ;P
2004;29050;F;SECONDAIRE     ;0;4;SECRETAIRE PRINC.CL2     ;44;21;2;.0    ;.0    ;18.5 ;P
2004;34150;F;SECONDAIRE     ;0;4;SECRETAIRE PR.CL3        ;42;18;7;4.0   ;7.0   ;18.0 ;P
